401 	 Q0 	 FBIS3-18024          	 0       	 1,922.7993 	 lucene
411 	 Q0 	 FR940303-1-00058     	 993     	 756.8644 	 lucene
411 	 Q0 	 LA081190-0037        	 994     	 756.8531 	 lucene
411 	 Q0 	 FBIS3-52695          	 995     	 756.6711 	 lucene
411 	 Q0 	 FT941-11111          	 996     	 756.6542 	 lucene
411 	 Q0 	 FBIS3-20284          	 997     	 756.6202 	 lucene
411 	 Q0 	 FR941206-1-00094     	 998     	 756.5481 	 lucene
411 	 Q0 	 LA102190-0058        	 999     	 755.8165 	 lucene
412 	 Q0 	 FT931-6812           	 0       	 2,555.1313 	 lucene
412 	 Q0 	 LA041490-0047        	 1       	 2,534.5193 	 lucene
412 	 Q0 	 LA031289-0199        	 2       	 2,533.2417 	 lucene
412 	 Q0 	 FR941206-1-00137     	 3       	 2,527.6875 	 lucene
412 	 Q0 	 FT941-4175           	 4       	 2,521.0515 	 lucene
412 	 Q0 	 FBIS4-19994          	 5       	 2,512.0151 	 lucene
412 	 Q0 	 FR940826-0-00115     	 6       	 2,440.6465 	 lucene
412 	 Q0 	 FBIS4-22140          	 7       	 2,434.1638 	 lucene
412 	 Q0 	 FBIS4-21704          	 8       	 2,425.4900 	 lucene
412 	 Q0 	 FBIS3-19120          	 9       	 2,356.9026 	 lucene
412 	 Q0 	 FBIS4-64364          	 10      	 2,266.8347 	 lucene
412 	 Q0 	 FR941206-1-00136     	 11      	 2,166.3726 	 lucene
412 	 Q0 	 FR941206-1-00140     	 12      	 2,160.2712 	 lucene
412 	 Q0 	 FR941206-1-00141     	 13      	 2,143.6118 	 lucene
412 	 Q0 	 FBIS3-38148          	 14      	 2,140.4160 	 lucene
412 	 Q0 	 LA091190-0077        	 15      	 2,137.1738 	 lucene
412 	 Q0 	 FR941031-2-00117     	 16      	 2,109.2544 	 lucene
412 	 Q0 	 FBIS3-23332          	 17      	 2,088.1675 	 lucene
412 	 Q0 	 FBIS3-11290          	 18      	 2,086.3257 	 lucene
412 	 Q0 	 FBIS3-21991          	 19      	 2,086.3257 	 lucene
412 	 Q0 	 FBIS3-941            	 20      	 2,086.0581 	 lucene
412 	 Q0 	 FBIS4-26890          	 21      	 2,078.2722 	 lucene
412 	 Q0 	 FR940325-2-00003     	 22      	 2,076.5444 	 lucene
412 	 Q0 	 FR940324-2-00094     	 23      	 2,067.8311 	 lucene
412 	 Q0 	 FR940303-0-00066     	 24      	 2,047.8750 	 lucene
412 	 Q0 	 FR940728-2-00138     	 25      	 2,043.5485 	 lucene
412 	 Q0 	 FT941-4019           	 26      	 2,041.1232 	 lucene
412 	 Q0 	 FT911-654            	 27      	 2,037.4215 	 lucene
412 	 Q0 	 LA100589-0098        	 28      	 2,034.3352 	 lucene
412 	 Q0 	 FBIS4-42788          	 29      	 2,033.6635 	 lucene
412 	 Q0 	 FR940204-2-00143     	 30      	 2,031.9968 	 lucene
412 	 Q0 	 FT943-5597           	 31      	 2,031.1456 	 lucene
412 	 Q0 	 FT941-4724           	 32      	 2,028.5769 	 lucene
412 	 Q0 	 FBIS3-45385          	 33      	 2,026.7610 	 lucene
412 	 Q0 	 FR940119-2-00094     	 34      	 2,015.3081 	 lucene
412 	 Q0 	 LA032389-0197        	 35      	 2,000.4583 	 lucene
412 	 Q0 	 FR941028-2-00145     	 36      	 1,998.5026 	 lucene
412 	 Q0 	 FT941-3863           	 37      	 1,996.6958 	 lucene
412 	 Q0 	 FBIS3-23550          	 38      	 1,995.6918 	 lucene
412 	 Q0 	 FR940303-2-00161     	 39      	 1,988.6953 	 lucene
412 	 Q0 	 FR941006-2-00143     	 40      	 1,984.8893 	 lucene
412 	 Q0 	 FR941012-2-00198     	 41      	 1,983.1891 	 lucene
412 	 Q0 	 FT911-760            	 42      	 1,977.9705 	 lucene
412 	 Q0 	 FBIS3-12680          	 43      	 1,977.5393 	 lucene
412 	 Q0 	 FBIS3-19963          	 44      	 1,975.7517 	 lucene
412 	 Q0 	 LA100189-0090        	 45      	 1,975.1702 	 lucene
412 	 Q0 	 LA021489-0026        	 46      	 1,970.3242 	 lucene
412 	 Q0 	 FT922-7222           	 47      	 1,968.0029 	 lucene
412 	 Q0 	 FR940610-2-00175     	 48      	 1,967.3123 	 lucene
412 	 Q0 	 FBIS3-60767          	 49      	 1,965.7349 	 lucene
412 	 Q0 	 FR941216-2-00174     	 50      	 1,963.6443 	 lucene
412 	 Q0 	 FR940916-2-00118     	 51      	 1,951.3190 	 lucene
412 	 Q0 	 FR941031-2-00112     	 52      	 1,949.5044 	 lucene
412 	 Q0 	 FBIS3-3921           	 53      	 1,948.6066 	 lucene
412 	 Q0 	 LA021089-0012        	 54      	 1,946.3098 	 lucene
412 	 Q0 	 LA111590-0170        	 55      	 1,943.4200 	 lucene
412 	 Q0 	 FT941-15843          	 56      	 1,934.0082 	 lucene
412 	 Q0 	 LA061390-0042        	 57      	 1,931.8361 	 lucene
412 	 Q0 	 LA103089-0052        	 58      	 1,931.2207 	 lucene
412 	 Q0 	 FR940506-2-00159     	 59      	 1,930.4641 	 lucene
412 	 Q0 	 LA031989-0099        	 60      	 1,928.6600 	 lucene
412 	 Q0 	 FR941031-2-00114     	 61      	 1,920.6299 	 lucene
412 	 Q0 	 FR940721-2-00130     	 62      	 1,918.6036 	 lucene
412 	 Q0 	 FR940523-2-00127     	 63      	 1,915.4963 	 lucene
412 	 Q0 	 FR940106-2-00124     	 64      	 1,914.9165 	 lucene
412 	 Q0 	 FBIS3-52981          	 65      	 1,913.3816 	 lucene
412 	 Q0 	 FR941206-1-00142     	 66      	 1,912.8617 	 lucene
412 	 Q0 	 FT922-535            	 67      	 1,912.4062 	 lucene
412 	 Q0 	 LA051690-0101        	 68      	 1,909.9878 	 lucene
412 	 Q0 	 FR940711-2-00149     	 69      	 1,908.3706 	 lucene
412 	 Q0 	 FR940831-2-00138     	 70      	 1,906.4343 	 lucene
412 	 Q0 	 FR940204-2-00146     	 71      	 1,904.2963 	 lucene
412 	 Q0 	 FR940825-2-00165     	 72      	 1,899.2244 	 lucene
412 	 Q0 	 FBIS3-49859          	 73      	 1,898.0059 	 lucene
412 	 Q0 	 FR940728-1-00057     	 74      	 1,897.3947 	 lucene
412 	 Q0 	 LA082490-0036        	 75      	 1,892.9961 	 lucene
412 	 Q0 	 FR940816-2-00133     	 76      	 1,891.2139 	 lucene
412 	 Q0 	 FR940707-2-00202     	 77      	 1,891.0332 	 lucene
412 	 Q0 	 LA071490-0114        	 78      	 1,889.3186 	 lucene
412 	 Q0 	 FR940525-2-00176     	 79      	 1,888.7432 	 lucene
412 	 Q0 	 FR940523-2-00128     	 80      	 1,888.6388 	 lucene
412 	 Q0 	 FR941227-2-00158     	 81      	 1,887.9851 	 lucene
412 	 Q0 	 FR941011-2-00151     	 82      	 1,884.8264 	 lucene
412 	 Q0 	 FBIS4-46680          	 83      	 1,882.1156 	 lucene
412 	 Q0 	 FR940620-2-00084     	 84      	 1,881.9341 	 lucene
412 	 Q0 	 FR941205-2-00108     	 85      	 1,880.8707 	 lucene
412 	 Q0 	 FT931-5405           	 86      	 1,874.9943 	 lucene
412 	 Q0 	 LA021489-0071        	 87      	 1,873.9594 	 lucene
412 	 Q0 	 FR941017-2-00124     	 88      	 1,868.6434 	 lucene
412 	 Q0 	 LA102890-0221        	 89      	 1,867.1465 	 lucene
412 	 Q0 	 FR941020-2-00156     	 90      	 1,866.4884 	 lucene
412 	 Q0 	 FR940119-2-00089     	 91      	 1,865.5162 	 lucene
412 	 Q0 	 FR940505-1-00148     	 92      	 1,864.5957 	 lucene
412 	 Q0 	 FR941216-2-00176     	 93      	 1,864.1541 	 lucene
412 	 Q0 	 LA100789-0115        	 94      	 1,864.0933 	 lucene
412 	 Q0 	 FR940505-1-00469     	 95      	 1,863.8800 	 lucene
412 	 Q0 	 LA062490-0107        	 96      	 1,863.0620 	 lucene
412 	 Q0 	 FBIS3-2421           	 97      	 1,862.3302 	 lucene
412 	 Q0 	 FR940222-2-00089     	 98      	 1,857.1804 	 lucene
412 	 Q0 	 FT943-5328           	 99      	 1,856.7063 	 lucene
412 	 Q0 	 FBIS3-42244          	 100     	 1,852.1292 	 lucene
412 	 Q0 	 FR941206-1-00138     	 101     	 1,850.7699 	 lucene
412 	 Q0 	 FR940119-2-00092     	 102     	 1,843.1298 	 lucene
412 	 Q0 	 FR940505-1-00159     	 103     	 1,840.8896 	 lucene
412 	 Q0 	 FBIS3-26742          	 104     	 1,840.0781 	 lucene
412 	 Q0 	 FBIS4-3267           	 105     	 1,838.2085 	 lucene
412 	 Q0 	 FBIS4-68195          	 106     	 1,835.6610 	 lucene
412 	 Q0 	 FR940610-2-00183     	 107     	 1,834.3170 	 lucene
412 	 Q0 	 FR940324-2-00133     	 108     	 1,833.6311 	 lucene
412 	 Q0 	 FBIS3-23020          	 109     	 1,829.5574 	 lucene
412 	 Q0 	 LA040190-0045        	 110     	 1,826.9813 	 lucene
412 	 Q0 	 FT944-9467           	 111     	 1,826.6819 	 lucene
412 	 Q0 	 FR940516-2-00121     	 112     	 1,824.2090 	 lucene
412 	 Q0 	 FT941-4158           	 113     	 1,820.9077 	 lucene
412 	 Q0 	 FT933-216            	 114     	 1,819.6830 	 lucene
412 	 Q0 	 FBIS3-2067           	 115     	 1,818.0642 	 lucene
412 	 Q0 	 FR941206-1-00144     	 116     	 1,816.8214 	 lucene
412 	 Q0 	 FR940325-1-00018     	 117     	 1,815.7380 	 lucene
412 	 Q0 	 FR940725-2-00128     	 118     	 1,813.3625 	 lucene
412 	 Q0 	 FR940620-0-00099     	 119     	 1,812.9784 	 lucene
412 	 Q0 	 FT933-14918          	 120     	 1,812.9613 	 lucene
412 	 Q0 	 FBIS3-42796          	 121     	 1,812.0903 	 lucene
412 	 Q0 	 FBIS3-59008          	 122     	 1,811.8379 	 lucene
412 	 Q0 	 FR940325-1-00019     	 123     	 1,809.3678 	 lucene
412 	 Q0 	 FR940429-2-00104     	 124     	 1,804.5654 	 lucene
412 	 Q0 	 FR940907-2-00117     	 125     	 1,800.9073 	 lucene
412 	 Q0 	 FT923-5248           	 126     	 1,800.6055 	 lucene
412 	 Q0 	 FR940204-2-00144     	 127     	 1,799.5061 	 lucene
412 	 Q0 	 FR940613-1-00048     	 128     	 1,799.3136 	 lucene
412 	 Q0 	 FR941205-2-00101     	 129     	 1,799.2034 	 lucene
412 	 Q0 	 FR940222-2-00091     	 130     	 1,798.1498 	 lucene
412 	 Q0 	 FBIS3-59226          	 131     	 1,793.1890 	 lucene
412 	 Q0 	 FBIS3-28303          	 132     	 1,792.9187 	 lucene
412 	 Q0 	 LA110490-0095        	 133     	 1,790.3430 	 lucene
412 	 Q0 	 FBIS4-46857          	 134     	 1,787.7576 	 lucene
412 	 Q0 	 FR940831-2-00134     	 135     	 1,784.9111 	 lucene
412 	 Q0 	 FT923-614            	 136     	 1,783.1270 	 lucene
412 	 Q0 	 FR940617-2-00165     	 137     	 1,783.0349 	 lucene
412 	 Q0 	 FBIS4-65964          	 138     	 1,779.9965 	 lucene
412 	 Q0 	 LA111289-0187        	 139     	 1,779.2014 	 lucene
412 	 Q0 	 FR940831-2-00133     	 140     	 1,778.4908 	 lucene
412 	 Q0 	 FR940303-2-00160     	 141     	 1,778.4304 	 lucene
412 	 Q0 	 FBIS3-18656          	 142     	 1,775.6931 	 lucene
412 	 Q0 	 FR940511-2-00187     	 143     	 1,773.9138 	 lucene
412 	 Q0 	 FR940511-1-00022     	 144     	 1,772.2524 	 lucene
412 	 Q0 	 FR940830-2-00083     	 145     	 1,771.0889 	 lucene
412 	 Q0 	 FR940516-2-00123     	 146     	 1,765.8777 	 lucene
412 	 Q0 	 LA012289-0096        	 147     	 1,764.2498 	 lucene
412 	 Q0 	 FR941017-2-00122     	 148     	 1,763.9907 	 lucene
412 	 Q0 	 FBIS3-60880          	 149     	 1,761.8079 	 lucene
412 	 Q0 	 FR941130-1-00026     	 150     	 1,760.5896 	 lucene
412 	 Q0 	 FR940324-2-00138     	 151     	 1,758.9712 	 lucene
412 	 Q0 	 FBIS3-27297          	 152     	 1,758.7422 	 lucene
412 	 Q0 	 FT944-3700           	 153     	 1,755.8293 	 lucene
412 	 Q0 	 FR941227-2-00157     	 154     	 1,755.3440 	 lucene
412 	 Q0 	 FR940105-2-00119     	 155     	 1,753.3562 	 lucene
412 	 Q0 	 LA122989-0055        	 156     	 1,752.3662 	 lucene
412 	 Q0 	 FBIS4-52843          	 157     	 1,749.0978 	 lucene
412 	 Q0 	 FR941205-2-00107     	 158     	 1,747.1663 	 lucene
412 	 Q0 	 FT931-5410           	 159     	 1,746.8855 	 lucene
412 	 Q0 	 FR941205-2-00100     	 160     	 1,745.0551 	 lucene
412 	 Q0 	 FR940627-2-00135     	 161     	 1,744.7609 	 lucene
412 	 Q0 	 FBIS3-33087          	 162     	 1,743.7789 	 lucene
412 	 Q0 	 FT923-13891          	 163     	 1,743.7543 	 lucene
412 	 Q0 	 FBIS3-26644          	 164     	 1,743.7306 	 lucene
412 	 Q0 	 FR940610-2-00181     	 165     	 1,740.7502 	 lucene
412 	 Q0 	 FR940825-1-00143     	 166     	 1,739.9375 	 lucene
412 	 Q0 	 FR940228-2-00003     	 167     	 1,738.6091 	 lucene
412 	 Q0 	 FR940831-1-00024     	 168     	 1,735.7430 	 lucene
412 	 Q0 	 FT933-226            	 169     	 1,735.5100 	 lucene
412 	 Q0 	 LA080590-0062        	 170     	 1,735.3223 	 lucene
412 	 Q0 	 FR940429-2-00116     	 171     	 1,733.6022 	 lucene
412 	 Q0 	 FT944-3732           	 172     	 1,733.0153 	 lucene
412 	 Q0 	 FR940617-2-00166     	 173     	 1,731.8336 	 lucene
412 	 Q0 	 FT944-9475           	 174     	 1,729.3199 	 lucene
412 	 Q0 	 FR940920-0-00002     	 175     	 1,726.6667 	 lucene
412 	 Q0 	 FR940825-2-00164     	 176     	 1,726.4177 	 lucene
412 	 Q0 	 FR940105-2-00118     	 177     	 1,726.4105 	 lucene
412 	 Q0 	 FR941206-1-00139     	 178     	 1,725.3969 	 lucene
412 	 Q0 	 FR940324-2-00131     	 179     	 1,724.4695 	 lucene
412 	 Q0 	 FR940505-1-00160     	 180     	 1,722.8110 	 lucene
412 	 Q0 	 FBIS3-27330          	 181     	 1,722.1606 	 lucene
412 	 Q0 	 FR940721-2-00129     	 182     	 1,721.8096 	 lucene
412 	 Q0 	 FR940112-1-00008     	 183     	 1,720.8081 	 lucene
412 	 Q0 	 FBIS3-59156          	 184     	 1,720.2992 	 lucene
412 	 Q0 	 FBIS4-27430          	 185     	 1,718.3787 	 lucene
412 	 Q0 	 FR940325-1-00020     	 186     	 1,717.0983 	 lucene
412 	 Q0 	 FT931-5411           	 187     	 1,716.6631 	 lucene
412 	 Q0 	 FBIS3-46099          	 188     	 1,716.5403 	 lucene
412 	 Q0 	 FR940128-2-00227     	 189     	 1,716.3932 	 lucene
412 	 Q0 	 FBIS3-24009          	 190     	 1,715.7899 	 lucene
412 	 Q0 	 FBIS4-1468           	 191     	 1,715.0482 	 lucene
412 	 Q0 	 FBIS3-50892          	 192     	 1,714.6769 	 lucene
412 	 Q0 	 FBIS3-36803          	 193     	 1,714.5040 	 lucene
412 	 Q0 	 FR940610-2-00174     	 194     	 1,713.4434 	 lucene
412 	 Q0 	 LA100889-0227        	 195     	 1,712.9907 	 lucene
412 	 Q0 	 FR940407-2-00139     	 196     	 1,711.3378 	 lucene
412 	 Q0 	 FT942-14376          	 197     	 1,711.3260 	 lucene
412 	 Q0 	 FT921-717            	 198     	 1,707.5538 	 lucene
412 	 Q0 	 FBIS3-53659          	 199     	 1,707.2821 	 lucene
412 	 Q0 	 FT924-7948           	 200     	 1,705.9191 	 lucene
412 	 Q0 	 FT943-14730          	 201     	 1,705.4071 	 lucene
412 	 Q0 	 FR940606-1-00007     	 202     	 1,704.9930 	 lucene
412 	 Q0 	 FT944-3271           	 203     	 1,704.3278 	 lucene
412 	 Q0 	 FBIS4-45028          	 204     	 1,703.8164 	 lucene
412 	 Q0 	 FBIS4-3046           	 205     	 1,703.0242 	 lucene
412 	 Q0 	 LA080589-0053        	 206     	 1,701.2520 	 lucene
412 	 Q0 	 FR941006-2-00194     	 207     	 1,700.5459 	 lucene
412 	 Q0 	 FT944-9462           	 208     	 1,698.6984 	 lucene
412 	 Q0 	 FR940725-0-00020     	 209     	 1,697.7565 	 lucene
412 	 Q0 	 FR941216-2-00173     	 210     	 1,695.5073 	 lucene
412 	 Q0 	 FR940429-2-00102     	 211     	 1,695.2998 	 lucene
412 	 Q0 	 FR940721-2-00133     	 212     	 1,694.6345 	 lucene
412 	 Q0 	 FR941221-2-00083     	 213     	 1,693.7383 	 lucene
412 	 Q0 	 FR940419-2-00135     	 214     	 1,693.2574 	 lucene
412 	 Q0 	 FR940505-1-00106     	 215     	 1,692.3228 	 lucene
412 	 Q0 	 FBIS3-46612          	 216     	 1,691.6307 	 lucene
412 	 Q0 	 FT921-11003          	 217     	 1,691.0831 	 lucene
412 	 Q0 	 FR940617-2-00162     	 218     	 1,688.8911 	 lucene
412 	 Q0 	 FR940613-2-00097     	 219     	 1,685.4194 	 lucene
412 	 Q0 	 FT941-8724           	 220     	 1,684.8315 	 lucene
412 	 Q0 	 FT911-660            	 221     	 1,684.0828 	 lucene
412 	 Q0 	 FBIS3-24101          	 222     	 1,684.0424 	 lucene
412 	 Q0 	 FBIS4-57905          	 223     	 1,683.3344 	 lucene
412 	 Q0 	 LA080390-0053        	 224     	 1,682.7440 	 lucene
412 	 Q0 	 FT941-4211           	 225     	 1,682.7178 	 lucene
412 	 Q0 	 FR940810-2-00148     	 226     	 1,682.3969 	 lucene
412 	 Q0 	 FR940610-2-00182     	 227     	 1,681.1747 	 lucene
412 	 Q0 	 FR940119-2-00093     	 228     	 1,681.0879 	 lucene
412 	 Q0 	 FR940105-2-00123     	 229     	 1,677.7349 	 lucene
412 	 Q0 	 FR940128-2-00226     	 230     	 1,677.2124 	 lucene
412 	 Q0 	 FBIS4-62200          	 231     	 1,676.9377 	 lucene
412 	 Q0 	 FBIS4-43427          	 232     	 1,676.5848 	 lucene
412 	 Q0 	 LA032389-0024        	 233     	 1,675.6353 	 lucene
412 	 Q0 	 FBIS3-19365          	 234     	 1,674.4728 	 lucene
412 	 Q0 	 FT944-3371           	 235     	 1,674.3446 	 lucene
412 	 Q0 	 LA122289-0070        	 236     	 1,674.0629 	 lucene
412 	 Q0 	 LA062889-0111        	 237     	 1,671.6301 	 lucene
412 	 Q0 	 FR940106-2-00125     	 238     	 1,671.1919 	 lucene
412 	 Q0 	 FBIS3-58299          	 239     	 1,671.1566 	 lucene
412 	 Q0 	 FR941007-1-00005     	 240     	 1,669.8400 	 lucene
412 	 Q0 	 LA021790-0109        	 241     	 1,668.9968 	 lucene
412 	 Q0 	 LA042689-0044        	 242     	 1,668.7644 	 lucene
412 	 Q0 	 FBIS3-38908          	 243     	 1,666.3894 	 lucene
412 	 Q0 	 FT922-420            	 244     	 1,666.3743 	 lucene
412 	 Q0 	 LA052690-0080        	 245     	 1,664.9308 	 lucene
412 	 Q0 	 FR941017-2-00125     	 246     	 1,664.5239 	 lucene
412 	 Q0 	 FBIS4-13488          	 247     	 1,664.2451 	 lucene
412 	 Q0 	 FR940217-2-00131     	 248     	 1,664.1578 	 lucene
412 	 Q0 	 FT931-15110          	 249     	 1,663.4587 	 lucene
412 	 Q0 	 FBIS4-65260          	 250     	 1,662.9647 	 lucene
412 	 Q0 	 FBIS3-9642           	 251     	 1,662.2690 	 lucene
412 	 Q0 	 LA090490-0151        	 252     	 1,661.8508 	 lucene
412 	 Q0 	 FR940407-2-00152     	 253     	 1,661.3909 	 lucene
412 	 Q0 	 LA050589-0065        	 254     	 1,660.0281 	 lucene
412 	 Q0 	 LA123189-0188        	 255     	 1,658.4048 	 lucene
412 	 Q0 	 FR940111-2-00090     	 256     	 1,654.1511 	 lucene
412 	 Q0 	 FR940920-2-00128     	 257     	 1,653.7756 	 lucene
412 	 Q0 	 FR940526-2-00080     	 258     	 1,653.7756 	 lucene
412 	 Q0 	 FBIS4-4145           	 259     	 1,653.0848 	 lucene
412 	 Q0 	 FBIS3-3190           	 260     	 1,652.1476 	 lucene
412 	 Q0 	 LA123089-0060        	 261     	 1,651.2883 	 lucene
412 	 Q0 	 FR940907-2-00116     	 262     	 1,651.1868 	 lucene
412 	 Q0 	 LA091689-0123        	 263     	 1,650.2554 	 lucene
412 	 Q0 	 LA121089-0056        	 264     	 1,649.0594 	 lucene
412 	 Q0 	 FBIS4-41327          	 265     	 1,649.0189 	 lucene
412 	 Q0 	 FR940810-1-00042     	 266     	 1,648.7903 	 lucene
412 	 Q0 	 LA102490-0094        	 267     	 1,648.1260 	 lucene
412 	 Q0 	 FBIS4-4224           	 268     	 1,645.5105 	 lucene
412 	 Q0 	 FR940830-2-00165     	 269     	 1,644.4906 	 lucene
412 	 Q0 	 FR941103-2-00140     	 270     	 1,644.4906 	 lucene
412 	 Q0 	 FT922-2615           	 271     	 1,643.2291 	 lucene
412 	 Q0 	 FR941206-2-00129     	 272     	 1,642.1438 	 lucene
412 	 Q0 	 FR941031-2-00115     	 273     	 1,641.2657 	 lucene
412 	 Q0 	 FBIS3-40905          	 274     	 1,640.3018 	 lucene
412 	 Q0 	 FBIS3-56282          	 275     	 1,640.3018 	 lucene
412 	 Q0 	 FBIS3-42039          	 276     	 1,640.3018 	 lucene
412 	 Q0 	 FBIS3-15586          	 277     	 1,639.6219 	 lucene
412 	 Q0 	 FR941017-2-00120     	 278     	 1,639.5542 	 lucene
412 	 Q0 	 FBIS4-42289          	 279     	 1,638.9180 	 lucene
412 	 Q0 	 FR940119-2-00090     	 280     	 1,638.4897 	 lucene
412 	 Q0 	 FBIS4-15343          	 281     	 1,637.3888 	 lucene
412 	 Q0 	 FR941017-2-00123     	 282     	 1,637.2830 	 lucene
412 	 Q0 	 LA071090-0122        	 283     	 1,637.1456 	 lucene
412 	 Q0 	 LA033190-0118        	 284     	 1,637.0310 	 lucene
412 	 Q0 	 FR940916-1-00009     	 285     	 1,636.6201 	 lucene
412 	 Q0 	 FT933-6042           	 286     	 1,636.1096 	 lucene
412 	 Q0 	 FR940831-2-00137     	 287     	 1,635.3030 	 lucene
412 	 Q0 	 FR940429-2-00103     	 288     	 1,635.1815 	 lucene
412 	 Q0 	 LA091389-0013        	 289     	 1,634.3000 	 lucene
412 	 Q0 	 FR941230-0-00034     	 290     	 1,631.2578 	 lucene
412 	 Q0 	 FT944-17083          	 291     	 1,630.6088 	 lucene
412 	 Q0 	 FR941028-2-00146     	 292     	 1,629.5093 	 lucene
412 	 Q0 	 LA072589-0002        	 293     	 1,629.4773 	 lucene
412 	 Q0 	 FBIS4-25876          	 294     	 1,629.3473 	 lucene
412 	 Q0 	 FR940725-0-00019     	 295     	 1,629.1571 	 lucene
412 	 Q0 	 LA072190-0073        	 296     	 1,627.5896 	 lucene
412 	 Q0 	 FT922-38             	 297     	 1,626.1838 	 lucene
412 	 Q0 	 FBIS4-35268          	 298     	 1,625.9006 	 lucene
412 	 Q0 	 FT932-4766           	 299     	 1,625.6196 	 lucene
412 	 Q0 	 FBIS4-48014          	 300     	 1,625.4779 	 lucene
412 	 Q0 	 LA033090-0090        	 301     	 1,625.4094 	 lucene
412 	 Q0 	 LA081889-0018        	 302     	 1,623.2019 	 lucene
412 	 Q0 	 FT921-12330          	 303     	 1,622.8481 	 lucene
412 	 Q0 	 LA082690-0100        	 304     	 1,622.7615 	 lucene
412 	 Q0 	 FR940110-2-00086     	 305     	 1,622.3813 	 lucene
412 	 Q0 	 FBIS3-15277          	 306     	 1,622.2563 	 lucene
412 	 Q0 	 LA012890-0101        	 307     	 1,622.0422 	 lucene
412 	 Q0 	 FR940825-1-00141     	 308     	 1,622.0056 	 lucene
412 	 Q0 	 FBIS3-24043          	 309     	 1,620.3960 	 lucene
412 	 Q0 	 FR940916-2-00117     	 310     	 1,619.2314 	 lucene
412 	 Q0 	 FBIS4-27865          	 311     	 1,618.3798 	 lucene
412 	 Q0 	 FR940112-1-00010     	 312     	 1,618.2411 	 lucene
412 	 Q0 	 FBIS4-571            	 313     	 1,617.7112 	 lucene
412 	 Q0 	 FBIS4-37889          	 314     	 1,617.6288 	 lucene
412 	 Q0 	 FBIS4-18574          	 315     	 1,617.3848 	 lucene
412 	 Q0 	 FBIS3-31800          	 316     	 1,616.5320 	 lucene
412 	 Q0 	 FT934-4855           	 317     	 1,616.5233 	 lucene
412 	 Q0 	 FR941012-2-00202     	 318     	 1,615.8772 	 lucene
412 	 Q0 	 FT943-759            	 319     	 1,615.4600 	 lucene
412 	 Q0 	 FT934-13890          	 320     	 1,613.5968 	 lucene
412 	 Q0 	 FBIS4-42889          	 321     	 1,613.3809 	 lucene
412 	 Q0 	 FBIS4-3199           	 322     	 1,611.7166 	 lucene
412 	 Q0 	 FR940812-2-00263     	 323     	 1,610.6160 	 lucene
412 	 Q0 	 FR941028-2-00144     	 324     	 1,609.1965 	 lucene
412 	 Q0 	 FR940406-2-00131     	 325     	 1,607.8625 	 lucene
412 	 Q0 	 FR940916-2-00116     	 326     	 1,607.0315 	 lucene
412 	 Q0 	 FT922-160            	 327     	 1,606.1519 	 lucene
412 	 Q0 	 FBIS4-21960          	 328     	 1,606.1487 	 lucene
412 	 Q0 	 LA092589-0098        	 329     	 1,606.1366 	 lucene
412 	 Q0 	 FR940406-0-00057     	 330     	 1,605.6833 	 lucene
412 	 Q0 	 FT934-4850           	 331     	 1,605.4348 	 lucene
412 	 Q0 	 FR940222-2-00092     	 332     	 1,605.2382 	 lucene
412 	 Q0 	 LA112289-0118        	 333     	 1,605.1792 	 lucene
412 	 Q0 	 FR941230-0-00033     	 334     	 1,605.1426 	 lucene
412 	 Q0 	 FBIS3-45679          	 335     	 1,605.1251 	 lucene
412 	 Q0 	 FT923-14452          	 336     	 1,604.6748 	 lucene
412 	 Q0 	 FR940207-2-00119     	 337     	 1,603.8108 	 lucene
412 	 Q0 	 FR940207-2-00144     	 338     	 1,603.8108 	 lucene
412 	 Q0 	 FBIS4-59119          	 339     	 1,603.5973 	 lucene
412 	 Q0 	 FR940207-2-00139     	 340     	 1,603.4349 	 lucene
412 	 Q0 	 FR940323-2-00151     	 341     	 1,603.0568 	 lucene
412 	 Q0 	 FT944-9480           	 342     	 1,601.4147 	 lucene
412 	 Q0 	 FBIS4-18966          	 343     	 1,600.9525 	 lucene
412 	 Q0 	 FR940127-2-00109     	 344     	 1,599.8203 	 lucene
412 	 Q0 	 LA091790-0043        	 345     	 1,599.3065 	 lucene
412 	 Q0 	 FBIS4-13658          	 346     	 1,598.0006 	 lucene
412 	 Q0 	 FT943-10060          	 347     	 1,597.7367 	 lucene
412 	 Q0 	 LA072489-0033        	 348     	 1,597.2062 	 lucene
412 	 Q0 	 FR940505-1-00144     	 349     	 1,597.1023 	 lucene
412 	 Q0 	 FR941013-2-00126     	 350     	 1,596.7393 	 lucene
412 	 Q0 	 FT934-8349           	 351     	 1,596.7053 	 lucene
412 	 Q0 	 FBIS4-58676          	 352     	 1,596.2415 	 lucene
412 	 Q0 	 LA072089-0001        	 353     	 1,595.7255 	 lucene
412 	 Q0 	 FBIS3-18136          	 354     	 1,595.5955 	 lucene
412 	 Q0 	 FR940822-2-00100     	 355     	 1,595.3931 	 lucene
412 	 Q0 	 FBIS3-13358          	 356     	 1,595.0972 	 lucene
412 	 Q0 	 FT922-3902           	 357     	 1,594.8287 	 lucene
412 	 Q0 	 FT944-9478           	 358     	 1,594.8197 	 lucene
412 	 Q0 	 FBIS3-19154          	 359     	 1,593.6866 	 lucene
412 	 Q0 	 FR941122-2-00119     	 360     	 1,593.3459 	 lucene
